MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned,Age,BikeBuyer
S,F,129616,0,0,Bachelors,Professional,1,2,46,1
M,M,61975,2,1,Partial College,Skilled Manual,1,2,43,1
M,F,36520,2,0,Partial College,Manual,1,0,58,1
M,M,32291,1,0,Partial High School,Manual,0,0,33,1
M,F,52761,2,1,Partial High School,Skilled Manual,1,2,54,1
M,M,112435,2,1,Bachelors,Management,1,2,41,1
M,F,102363,2,2,Bachelors,Management,1,1,40,1
M,F,103171,2,2,Partial College,Management,1,1,48,1
S,F,76935,0,0,Bachelors,Clerical,0,1,42,1
S,F,86923,0,0,Partial College,Clerical,0,3,42,1
S,F,56511,1,1,Partial College,Skilled Manual,1,1,58,1
M,F,85062,0,0,Partial College,Clerical,0,3,25,1
S,M,52179,0,0,High School,Skilled Manual,0,1,32,1
M,M,36531,1,0,Partial College,Manual,1,1,46,1
S,F,30544,0,0,Partial High School,Manual,1,0,55,1
S,F,78418,0,0,High School,Clerical,1,1,49,1
S,M,132084,0,0,Graduate Degree,Professional,1,1,45,1
M,F,81039,1,1,Graduate Degree,Clerical,1,1,35,1
S,F,104562,0,0,Graduate Degree,Management,1,3,47,1
M,F,76738,2,0,Bachelors,Clerical,1,1,64,1
M,M,27600,2,0,Partial College,Manual,1,0,49,1
S,M,60712,0,0,Partial High School,Skilled Manual,0,0,33,1
M,M,25765,2,1,High School,Manual,0,0,32,1
S,M,106129,0,0,Partial College,Management,1,1,44,1
M,M,82758,2,1,High School,Clerical,1,0,52,1
M,F,134126,0,0,Graduate Degree,Professional,1,3,46,1
S,F,78455,0,0,Bachelors,Clerical,0,2,42,1
S,M,138889,0,0,Graduate Degree,Professional,0,0,31,1
M,F,58334,1,0,High School,Skilled Manual,1,1,48,1
S,F,30559,0,0,Partial High School,Manual,0,1,34,1
M,M,32271,2,1,High School,Manual,1,1,55,1
M,F,31815,2,0,Graduate Degree,Manual,1,1,65,1
M,F,107124,2,1,Graduate Degree,Management,1,2,35,1
M,F,29529,2,1,Partial College,Manual,1,1,55,1
S,M,128303,0,0,Bachelors,Professional,1,1,44,1
S,F,58001,0,0,Bachelors,Skilled Manual,0,1,37,1
S,F,86872,0,0,Partial College,Clerical,0,3,38,1
M,M,59819,1,0,Partial College,Skilled Manual,1,1,48,1
S,M,55779,0,0,Partial College,Skilled Manual,1,2,49,1
M,F,61221,2,1,High School,Skilled Manual,1,1,44,1
S,F,86010,0,0,Partial College,Clerical,0,1,25,1
M,M,106087,2,2,Bachelors,Management,1,1,35,1
M,F,61154,1,1,High School,Skilled Manual,1,2,56,1
S,F,59176,0,0,Partial College,Skilled Manual,1,2,49,1
S,F,136709,1,0,Graduate Degree,Professional,1,2,71,1
S,M,78379,0,0,High School,Clerical,1,0,55,1
S,M,26349,1,1,Graduate Degree,Manual,1,1,71,1
S,F,104349,0,0,Bachelors,Management,1,3,41,1
M,M,85542,1,1,Bachelors,Clerical,1,2,39,1
M,F,105678,2,1,Bachelors,Management,1,3,44,1
M,M,105733,2,0,Bachelors,Management,1,0,59,1
M,M,109518,2,0,Partial College,Management,1,1,55,1
S,F,58583,0,0,High School,Skilled Manual,1,1,52,1
M,M,128792,0,0,Graduate Degree,Professional,1,2,52,1
M,F,136161,2,0,Graduate Degree,Professional,1,1,40,1
M,M,87247,2,0,Partial College,Clerical,1,1,53,1
S,F,85687,0,0,High School,Clerical,0,3,29,1
M,F,78374,2,0,Partial College,Clerical,1,3,53,1
M,M,81649,0,0,Partial College,Clerical,0,0,29,1
S,F,56307,0,0,Partial College,Skilled Manual,0,1,46,1
S,F,60939,0,0,Partial College,Skilled Manual,0,2,29,1
S,M,136927,0,0,Graduate Degree,Professional,1,2,44,1
M,M,56942,2,2,Bachelors,Skilled Manual,1,0,69,1
S,F,36370,0,0,Bachelors,Manual,0,1,39,1
S,F,56196,0,0,Partial College,Skilled Manual,0,2,28,1
M,M,52014,1,0,Partial College,Skilled Manual,1,1,44,1
S,M,110326,0,0,Bachelors,Management,1,2,40,1
M,F,56627,2,0,Partial College,Skilled Manual,1,1,50,1
S,M,52871,0,0,Partial High School,Skilled Manual,1,1,51,1
S,M,30116,0,0,Graduate Degree,Manual,0,1,33,1
M,M,129708,2,2,Graduate Degree,Professional,1,3,67,1
S,F,54394,0,0,Partial College,Skilled Manual,1,1,50,1
M,F,87439,1,1,Partial College,Clerical,1,1,36,1
S,F,33746,0,0,High School,Manual,1,0,56,1
S,M,54991,0,0,Bachelors,Skilled Manual,0,0,25,1
M,F,107868,0,0,Bachelors,Management,1,2,41,1
M,F,133592,2,1,Bachelors,Professional,1,2,57,1
M,M,31382,1,0,Partial High School,Manual,0,1,34,1
M,F,110252,1,0,Bachelors,Management,1,1,33,1
S,M,59482,0,0,Graduate Degree,Skilled Manual,0,1,38,1
M,F,55702,2,1,Partial College,Skilled Manual,1,1,48,1
S,M,31400,0,0,Bachelors,Manual,0,1,38,1
S,F,83921,0,0,Graduate Degree,Clerical,0,0,35,1
S,F,132618,0,0,Bachelors,Professional,1,2,37,1
M,F,54846,1,0,Partial College,Skilled Manual,1,1,48,1
S,F,57750,0,0,Partial College,Skilled Manual,0,1,31,1
M,F,28202,2,0,Partial College,Manual,1,0,57,1
M,F,56375,2,0,Partial College,Skilled Manual,1,0,49,1
M,M,36819,1,1,Graduate Degree,Manual,0,1,34,1
S,F,56736,0,0,Partial College,Skilled Manual,0,1,39,1
M,M,33624,2,0,High School,Manual,1,1,50,1
S,M,138129,0,0,Bachelors,Professional,1,2,37,1
S,F,52960,0,0,Partial College,Skilled Manual,1,2,48,1
S,M,54293,0,0,Partial College,Skilled Manual,0,2,36,1
M,M,52636,2,1,Bachelors,Skilled Manual,1,1,38,1
S,M,81443,0,0,Partial College,Clerical,0,2,27,1
S,M,52592,0,0,Partial College,Skilled Manual,0,0,35,1
M,F,53520,2,1,Partial College,Skilled Manual,1,1,53,1
S,F,107297,0,0,Bachelors,Management,1,3,37,1
M,M,88072,2,1,Bachelors,Clerical,1,2,57,1
S,M,27474,0,0,High School,Manual,0,1,32,1
M,M,51489,2,1,Partial College,Skilled Manual,1,1,47,1
M,M,80025,2,1,Partial College,Clerical,1,2,47,1
M,M,58871,2,1,Graduate Degree,Skilled Manual,0,0,36,1
S,F,77723,0,0,Bachelors,Clerical,0,1,39,1
M,M,77517,1,1,Partial College,Clerical,1,3,33,1
M,M,36733,0,0,Bachelors,Manual,0,1,28,1
M,M,105199,2,1,Partial College,Management,1,3,58,1
S,M,84275,0,0,Partial College,Clerical,0,1,28,1
M,F,31527,2,0,Partial High School,Manual,1,1,47,1
S,M,84179,0,0,Partial College,Clerical,1,1,53,1
M,M,31789,2,1,Partial College,Manual,1,0,50,1
S,F,62048,0,0,Bachelors,Skilled Manual,0,2,41,1
S,F,61514,0,0,Bachelors,Skilled Manual,0,1,47,1
M,F,81842,2,1,Bachelors,Clerical,1,2,47,1
S,M,57544,0,0,Partial High School,Skilled Manual,1,1,48,1
M,F,83142,1,0,Bachelors,Clerical,1,2,43,1
S,M,60327,1,1,High School,Skilled Manual,1,0,58,1
M,M,60675,1,0,Bachelors,Skilled Manual,1,1,39,1
S,M,57736,0,0,Partial High School,Skilled Manual,0,2,24,1
M,F,84996,2,1,Graduate Degree,Clerical,1,3,62,1
S,M,36118,0,0,Partial High School,Manual,0,1,27,1
M,M,51595,0,0,Partial College,Skilled Manual,0,2,30,1
S,M,105120,0,0,Partial College,Management,1,1,42,1
M,M,32001,0,0,High School,Manual,0,0,29,1
S,M,110476,0,0,Partial College,Management,1,2,51,1
M,M,80217,2,0,High School,Clerical,1,1,53,1
S,F,35089,0,0,Partial High School,Manual,0,1,32,1
M,F,54126,1,0,Bachelors,Skilled Manual,1,2,40,1
M,M,82905,2,1,High School,Clerical,1,3,47,1
M,M,32001,2,0,Partial College,Manual,1,1,48,1
M,F,32188,2,1,Partial High School,Manual,1,0,57,1
S,F,56860,0,0,Partial College,Skilled Manual,1,1,54,1
M,F,35410,1,0,Partial College,Manual,1,0,49,1
M,F,60941,0,0,High School,Skilled Manual,0,2,28,1
M,F,61368,1,1,High School,Skilled Manual,1,0,50,1
M,F,55403,2,0,Partial College,Skilled Manual,1,1,52,1
S,M,36106,0,0,Partial High School,Manual,0,0,25,1
M,M,59769,1,0,Bachelors,Skilled Manual,1,0,39,1
M,F,111111,0,0,Bachelors,Management,1,2,33,1
M,F,78852,2,1,Partial College,Clerical,1,2,55,1
M,M,78160,2,1,High School,Clerical,1,1,53,1
M,M,105846,2,1,Bachelors,Management,1,1,35,1
S,F,83017,0,0,Partial College,Clerical,0,1,29,1
S,M,62484,0,0,Partial College,Skilled Manual,0,1,43,1
S,M,33875,0,0,High School,Manual,0,1,38,1
S,F,106342,0,0,Partial College,Management,1,1,43,1
M,F,129164,2,1,Bachelors,Professional,1,1,40,1
M,F,35028,2,1,Partial High School,Manual,1,1,57,1
M,M,87399,2,0,Bachelors,Clerical,1,2,42,1
M,M,55739,2,1,Partial College,Skilled Manual,1,1,45,1
S,F,27353,1,1,Partial High School,Manual,1,1,59,1
S,F,81154,0,0,Bachelors,Clerical,0,1,41,1
M,M,110220,2,0,Bachelors,Management,1,2,47,1
S,F,76853,0,0,Partial College,Clerical,0,2,29,1
M,F,77691,2,1,Partial College,Clerical,1,2,50,1
S,F,56211,0,0,Partial High School,Skilled Manual,0,1,33,1
M,F,102799,2,1,Bachelors,Management,1,2,60,1
S,F,56466,0,0,High School,Skilled Manual,1,2,48,1
M,M,76811,2,1,Partial College,Clerical,1,1,46,1
M,F,129940,0,0,Graduate Degree,Professional,1,2,39,1
M,M,103333,0,0,Bachelors,Management,1,3,33,1
M,F,127771,2,0,Graduate Degree,Professional,1,3,43,1
M,F,56014,2,1,Partial College,Skilled Manual,1,1,44,1
M,F,51600,2,1,Bachelors,Skilled Manual,1,1,40,1
M,F,104535,0,0,Bachelors,Management,1,3,28,1
M,M,51900,0,0,High School,Skilled Manual,0,1,27,1
S,F,87087,0,0,Bachelors,Clerical,0,1,36,1
M,F,108596,2,2,Bachelors,Management,1,1,40,1
M,F,77380,2,0,Bachelors,Clerical,1,1,64,1
M,M,130170,1,1,Graduate Degree,Professional,1,0,36,1
M,F,82841,0,0,Partial College,Clerical,0,2,30,1
S,F,82092,0,0,Partial College,Clerical,0,3,31,1
M,M,84666,1,0,Bachelors,Clerical,1,3,39,1
S,F,29149,0,0,Partial High School,Manual,0,0,31,1
S,M,59348,0,0,Partial College,Skilled Manual,0,0,26,1
M,F,56977,1,0,Partial High School,Skilled Manual,1,1,38,1
M,M,106586,2,0,Bachelors,Management,1,2,46,1
S,M,107197,0,0,Bachelors,Management,1,1,40,1
S,M,84476,0,0,Graduate Degree,Clerical,0,3,33,1
S,M,52418,0,0,Partial College,Skilled Manual,0,0,35,1
S,M,35364,0,0,Graduate Degree,Manual,0,0,46,1
S,F,57756,0,0,Partial High School,Skilled Manual,0,1,28,1
M,F,57411,2,0,Bachelors,Skilled Manual,1,0,39,1
S,M,132452,0,0,Graduate Degree,Professional,1,2,41,1
S,F,52059,0,0,High School,Skilled Manual,1,0,48,1
S,M,83909,0,0,Partial College,Clerical,0,1,36,1
S,M,61610,0,0,Partial College,Skilled Manual,1,2,55,1
M,F,61368,2,2,Partial College,Skilled Manual,1,1,51,1
M,F,53010,2,1,Bachelors,Skilled Manual,0,1,33,1
S,M,103540,0,0,Partial College,Management,0,2,26,1
M,F,51407,1,0,Graduate Degree,Skilled Manual,0,1,36,1
M,F,62042,2,0,Bachelors,Skilled Manual,0,1,34,1
S,F,30513,0,0,Graduate Degree,Manual,0,1,39,1
M,M,135992,0,0,Graduate Degree,Professional,1,2,31,1
M,M,57836,0,0,Graduate Degree,Skilled Manual,0,1,32,1
S,F,135603,0,0,Bachelors,Professional,1,1,41,1
M,M,59702,1,0,Graduate Degree,Skilled Manual,1,1,52,1
S,F,84499,0,0,Bachelors,Clerical,1,1,46,1
M,F,50960,2,1,Partial College,Skilled Manual,1,1,71,1
S,M,108316,0,0,Bachelors,Management,1,1,41,1
M,M,105248,2,1,Bachelors,Management,1,2,65,1
S,M,61066,0,0,Bachelors,Skilled Manual,0,2,41,1
S,F,85852,0,0,High School,Clerical,0,2,36,1
M,M,59273,1,0,High School,Skilled Manual,1,2,49,1
M,M,85901,1,1,Graduate Degree,Clerical,1,2,36,1
S,M,51949,0,0,Partial College,Skilled Manual,0,1,37,1
S,F,53704,0,0,Partial College,Skilled Manual,0,2,34,1
S,M,35716,0,0,Partial High School,Manual,0,0,34,1
M,F,27624,2,1,High School,Manual,1,1,60,1
M,F,51594,2,1,Graduate Degree,Skilled Manual,1,1,39,1
S,M,53334,0,0,High School,Skilled Manual,0,1,34,1
M,F,83162,2,1,Partial College,Clerical,1,3,52,1
M,F,57012,2,1,Bachelors,Skilled Manual,1,0,39,1
M,M,53867,2,1,High School,Skilled Manual,1,2,43,1
M,F,80946,0,0,Bachelors,Clerical,0,3,29,1
S,M,129248,1,1,Graduate Degree,Professional,1,3,68,1
S,F,86642,0,0,Partial College,Clerical,0,2,26,1
S,M,137739,0,0,Graduate Degree,Professional,1,3,46,1
S,F,29677,0,0,Graduate Degree,Manual,0,1,38,1
S,M,86345,0,0,Partial College,Clerical,0,3,27,1
M,M,30765,2,0,Bachelors,Manual,0,0,40,1
S,M,85572,0,0,High School,Clerical,0,3,26,1
M,M,80239,2,0,Bachelors,Clerical,1,0,61,1
S,M,53650,0,0,Partial High School,Skilled Manual,1,1,48,1
M,M,57337,0,0,Partial College,Skilled Manual,0,1,26,1
S,F,83487,0,0,High School,Clerical,0,1,33,1
M,M,78601,2,0,High School,Clerical,1,3,60,1
S,M,77505,0,0,High School,Clerical,0,2,33,1
M,M,85135,2,1,Partial College,Clerical,1,2,45,1
M,M,60179,2,0,High School,Skilled Manual,1,1,60,1
S,F,60206,0,0,Partial College,Skilled Manual,0,1,35,1
M,F,33213,2,1,High School,Manual,1,0,55,1
M,F,54448,1,1,Bachelors,Skilled Manual,1,1,48,1
S,M,51534,0,0,Bachelors,Skilled Manual,0,2,42,1
M,F,102652,2,2,Graduate Degree,Management,1,2,70,1
M,M,87521,2,1,Partial College,Clerical,1,3,48,1
M,F,29687,2,0,Partial High School,Manual,1,1,56,1
M,M,52666,1,0,Partial College,Skilled Manual,1,2,50,1
S,F,36431,0,0,Graduate Degree,Manual,0,0,35,1
M,F,85047,2,0,Bachelors,Clerical,1,2,59,1
M,M,61171,2,1,High School,Skilled Manual,1,1,60,1
M,F,81395,1,0,Graduate Degree,Clerical,1,0,44,1
M,M,80933,2,0,Graduate Degree,Clerical,1,3,32,1
M,M,131634,2,0,Graduate Degree,Professional,1,1,61,1
S,F,132811,1,1,Graduate Degree,Professional,1,1,64,1
S,M,84751,0,0,High School,Clerical,1,3,57,1
S,F,61653,0,0,Partial College,Skilled Manual,0,2,24,1
S,F,36206,0,0,High School,Manual,0,1,34,1
M,F,36457,2,1,Partial High School,Manual,1,0,58,1
M,M,130794,3,0,Graduate Degree,Professional,1,2,71,1
S,F,60762,0,0,High School,Skilled Manual,0,2,45,1
S,M,30886,0,0,Partial High School,Manual,1,1,56,1
M,F,58092,0,0,Partial College,Skilled Manual,0,1,32,1
M,F,86417,2,1,Partial College,Clerical,1,3,57,1
M,F,28802,2,1,Partial College,Manual,1,1,53,1
M,F,26559,2,2,Partial College,Manual,1,1,47,1
M,M,77237,2,1,Partial College,Clerical,1,1,56,1
S,F,102514,0,0,Graduate Degree,Management,1,2,38,1
S,F,56102,0,0,High School,Skilled Manual,0,1,33,1
S,M,54701,0,0,Bachelors,Skilled Manual,0,1,45,1
M,M,105596,1,0,Bachelors,Management,1,1,33,1
M,F,29491,2,1,High School,Manual,1,1,57,1
M,M,53904,2,1,Graduate Degree,Skilled Manual,1,2,68,1
S,F,31960,0,0,Partial High School,Manual,0,0,34,1
S,F,34523,0,0,Partial High School,Manual,0,1,25,1
S,F,80240,0,0,High School,Clerical,0,1,32,1
M,M,53179,2,0,Partial High School,Skilled Manual,1,2,51,1
S,F,56009,0,0,Bachelors,Skilled Manual,0,2,41,1
S,M,81827,0,0,Partial College,Clerical,1,0,50,1
S,F,57845,0,0,Partial College,Skilled Manual,0,0,38,1
S,M,77274,0,0,Bachelors,Clerical,0,2,36,1
S,F,60838,0,0,Bachelors,Skilled Manual,0,2,38,1
S,F,30991,0,0,High School,Manual,0,0,32,1
M,F,55890,2,2,Partial College,Skilled Manual,1,1,50,1
S,F,109243,1,0,Graduate Degree,Management,1,0,64,1
M,F,34502,2,1,Bachelors,Manual,1,0,64,1
M,M,87446,2,2,Graduate Degree,Clerical,1,1,38,1
M,M,130078,0,0,Graduate Degree,Professional,1,3,35,1
M,F,82205,2,0,Partial College,Clerical,1,3,54,1
M,F,26341,2,1,Partial College,Manual,1,1,44,1
S,M,26189,0,0,Bachelors,Manual,0,1,43,1
M,F,57044,1,0,High School,Skilled Manual,1,1,47,1
S,M,60691,0,0,Bachelors,Skilled Manual,0,2,46,1
S,F,58580,0,0,Partial College,Skilled Manual,1,0,51,1
S,M,60212,0,0,High School,Skilled Manual,1,2,48,1
M,F,81461,0,0,Partial College,Clerical,0,2,27,1
M,F,82217,2,1,High School,Clerical,1,0,45,1
M,F,55290,1,0,Bachelors,Skilled Manual,1,0,41,1
S,M,87062,0,0,Bachelors,Clerical,0,2,38,1
S,M,62451,0,0,Bachelors,Skilled Manual,1,1,55,1
M,F,83529,2,1,High School,Clerical,1,2,49,1
M,F,79431,2,1,Partial College,Clerical,1,3,47,1
M,F,34363,2,1,Partial High School,Manual,1,0,57,1
M,M,51889,3,0,Bachelors,Skilled Manual,1,1,67,1
M,F,103676,2,1,Bachelors,Management,1,0,69,1
S,F,61978,0,0,Bachelors,Skilled Manual,0,0,37,1
S,M,56729,0,0,Partial College,Skilled Manual,0,0,41,1
M,M,58683,1,0,Bachelors,Skilled Manual,1,0,43,1
M,M,77363,1,0,Bachelors,Clerical,1,3,43,1
M,F,51507,1,1,Partial College,Skilled Manual,1,2,42,1
S,M,60505,1,0,Partial College,Skilled Manual,1,1,62,1
S,F,57941,0,0,High School,Skilled Manual,1,0,49,1
S,F,85737,0,0,High School,Clerical,1,1,54,1
M,M,62221,1,1,Bachelors,Skilled Manual,1,2,38,1
M,M,109260,2,1,Graduate Degree,Management,1,1,38,1
S,M,106826,0,0,Partial College,Management,0,2,32,1
M,F,106262,0,0,Graduate Degree,Management,1,3,35,1
S,F,128478,1,1,Bachelors,Professional,1,1,66,1
M,M,29419,2,0,Partial College,Manual,1,1,43,1
S,M,109872,0,0,Partial College,Management,1,2,45,1
S,F,27898,0,0,High School,Manual,0,1,48,1
M,F,86742,2,1,High School,Clerical,1,0,39,1
M,F,52979,1,1,Bachelors,Skilled Manual,0,1,36,1
M,M,76934,2,0,Bachelors,Clerical,1,2,62,1
M,M,106788,2,1,Partial College,Management,1,1,49,1
S,F,79540,0,0,Bachelors,Clerical,0,2,38,1
M,F,136625,0,0,Graduate Degree,Professional,1,2,39,1
S,F,59923,0,0,High School,Skilled Manual,0,1,42,1
S,F,33799,0,0,Bachelors,Manual,0,0,42,1
S,M,77897,1,1,Partial College,Clerical,1,0,58,1
M,F,105353,1,1,Bachelors,Management,1,0,39,1
S,M,79393,0,0,Partial College,Clerical,0,1,42,1
S,M,87453,0,0,High School,Clerical,0,2,31,1
M,F,53223,2,0,High School,Skilled Manual,1,2,50,1
M,M,86345,2,2,High School,Clerical,1,0,49,1
M,F,26701,1,0,Bachelors,Manual,0,1,35,1
M,M,52742,1,0,High School,Skilled Manual,1,1,48,1
S,F,60864,0,0,Graduate Degree,Skilled Manual,0,1,39,1
S,F,54531,0,0,Partial High School,Skilled Manual,0,2,33,1
S,M,107995,0,0,Partial College,Management,0,1,29,1
S,F,104132,0,0,Partial College,Management,1,1,42,1
M,F,29640,2,0,Bachelors,Manual,1,1,42,1
M,M,28102,3,0,Partial High School,Manual,1,0,93,1
M,M,79203,1,1,Bachelors,Clerical,1,1,46,1
S,M,82792,0,0,Partial College,Clerical,0,2,31,1
M,F,51132,2,1,Partial College,Skilled Manual,1,2,58,1
M,M,32620,0,0,High School,Manual,0,0,29,1
M,F,77720,2,0,Partial College,Clerical,1,0,55,1
M,M,27832,3,0,Graduate Degree,Manual,1,1,69,1
S,M,105373,1,0,Bachelors,Management,1,2,61,1
M,M,78082,2,2,Partial College,Clerical,1,1,56,1
S,F,34377,0,0,Partial High School,Manual,1,0,53,1
S,M,56521,0,0,Partial College,Skilled Manual,0,2,31,1
S,M,79628,0,0,High School,Clerical,0,1,34,1
S,M,28876,0,0,Graduate Degree,Manual,0,1,52,1
S,F,53418,0,0,Partial College,Skilled Manual,1,1,56,1
M,M,56949,2,0,Graduate Degree,Skilled Manual,1,2,39,1
M,F,30799,0,0,Partial College,Manual,0,1,32,1
S,F,31406,0,0,Partial College,Manual,0,1,29,1
M,M,103283,2,0,Bachelors,Management,1,0,41,1
M,F,82385,0,0,Bachelors,Clerical,0,1,29,1
M,F,82237,1,1,Partial College,Clerical,1,0,43,1
M,F,104394,2,0,Bachelors,Management,1,2,40,1
M,F,81789,0,0,Graduate Degree,Clerical,0,1,32,1
S,F,76322,0,0,Partial College,Clerical,1,3,51,1
M,F,61671,1,1,Graduate Degree,Skilled Manual,1,1,43,1
M,M,87578,2,0,Partial College,Clerical,1,2,43,1
S,F,79920,0,0,Bachelors,Clerical,0,2,40,1
S,M,111613,1,1,Graduate Degree,Management,1,1,60,1
M,M,80191,2,1,Partial College,Clerical,1,2,54,1
M,F,34666,2,0,High School,Manual,1,1,57,1
M,M,56847,2,2,Bachelors,Skilled Manual,0,1,34,1
S,F,59393,0,0,Partial College,Skilled Manual,0,0,31,1
S,M,86558,0,0,Bachelors,Clerical,0,1,27,1
M,F,85133,1,0,Graduate Degree,Clerical,1,2,34,1
S,F,51333,0,0,High School,Skilled Manual,0,0,32,1
M,F,32388,2,0,Partial High School,Manual,1,0,47,1
M,M,55606,1,1,High School,Skilled Manual,1,2,49,1
S,F,60654,0,0,High School,Skilled Manual,0,1,34,1
M,M,131372,2,0,Graduate Degree,Professional,1,3,43,1
M,F,33613,1,1,Graduate Degree,Manual,0,0,36,1
M,F,103233,2,0,Partial College,Management,1,3,43,1
S,F,54537,0,0,Partial College,Skilled Manual,0,1,30,1
M,M,59950,2,2,Bachelors,Skilled Manual,1,1,52,1
S,F,78152,0,0,Partial College,Clerical,0,3,42,1
M,M,60257,1,0,Bachelors,Skilled Manual,0,1,35,1
S,F,107982,0,0,Partial College,Management,1,2,43,1
M,M,52378,2,2,High School,Skilled Manual,1,1,61,1
S,F,107697,0,0,Bachelors,Management,1,1,39,1
S,F,26127,0,0,Partial College,Manual,0,1,25,1
M,F,59923,1,1,Partial College,Skilled Manual,1,2,47,1
S,F,55817,0,0,Partial College,Skilled Manual,1,0,56,1
S,F,61314,0,0,Partial College,Skilled Manual,1,1,48,1
M,M,36705,2,0,Bachelors,Manual,1,1,43,1
S,F,55930,0,0,Partial College,Skilled Manual,0,1,30,1
S,M,136740,1,1,Bachelors,Professional,1,2,61,1
M,F,58861,2,2,Bachelors,Skilled Manual,0,1,34,1
S,F,58167,0,0,Partial High School,Skilled Manual,0,0,24,1
M,M,104590,2,1,Partial College,Management,1,2,44,1
M,F,87144,2,0,Partial College,Clerical,1,3,53,1
M,M,52616,1,1,Bachelors,Skilled Manual,1,1,40,1
S,F,28394,0,0,Partial College,Manual,1,1,54,1
S,F,87479,0,0,Partial College,Clerical,1,2,50,1
S,F,54020,0,0,High School,Skilled Manual,0,1,34,1
M,F,132710,2,0,Bachelors,Professional,1,2,38,1
S,F,78303,0,0,Partial College,Clerical,1,1,43,1
M,M,61044,1,1,Partial High School,Skilled Manual,1,1,48,1
S,F,80301,0,0,Bachelors,Clerical,1,1,43,1
M,F,59789,2,1,High School,Skilled Manual,1,1,56,1
M,F,106914,2,0,Bachelors,Management,1,0,63,1
M,F,82714,2,1,Partial College,Clerical,1,2,56,1
M,F,83223,2,1,Bachelors,Clerical,1,1,40,1
S,M,111757,0,0,Graduate Degree,Management,1,3,38,1
M,M,85417,1,0,Partial College,Clerical,1,0,45,1
M,M,80851,1,1,Graduate Degree,Clerical,1,2,34,1
M,M,137519,3,3,Bachelors,Professional,1,2,71,1
S,M,58469,0,0,Bachelors,Skilled Manual,0,0,39,1
M,F,79836,0,0,Partial College,Clerical,0,3,25,1
S,M,83675,0,0,Bachelors,Clerical,0,2,40,1
M,F,30590,2,1,Bachelors,Manual,1,0,43,1
S,F,36197,1,1,Partial College,Manual,1,1,80,1
M,M,34477,2,0,Bachelors,Manual,1,0,60,1
M,M,26186,1,0,Graduate Degree,Manual,0,1,36,1
M,F,85602,2,1,High School,Clerical,1,1,49,1
S,M,52182,1,1,High School,Skilled Manual,1,1,58,1
M,M,59042,2,1,High School,Skilled Manual,1,2,50,1
S,M,30902,0,0,Bachelors,Manual,0,0,40,1
M,M,87503,0,0,Partial College,Clerical,0,2,27,1
S,F,55128,0,0,Partial College,Skilled Manual,0,1,30,1
S,F,32074,0,0,Bachelors,Manual,0,1,39,1
S,M,26021,0,0,Partial High School,Manual,0,0,33,1
M,M,26082,1,0,Bachelors,Manual,0,1,41,1
S,F,132260,0,0,Graduate Degree,Professional,1,2,38,1
M,M,56446,1,1,Partial College,Skilled Manual,1,1,47,1
M,F,79407,2,0,Partial College,Clerical,1,1,49,1
S,F,109899,0,0,Bachelors,Management,1,1,39,1
M,F,78155,2,0,Graduate Degree,Clerical,1,0,40,1
S,M,80627,1,0,High School,Clerical,1,3,77,1
S,F,136802,0,0,Bachelors,Professional,1,2,39,1
M,M,102829,2,0,Partial College,Management,1,2,44,1
M,F,52155,2,2,Graduate Degree,Skilled Manual,0,0,35,1
S,M,77675,0,0,Partial College,Clerical,0,0,31,1
S,M,53283,0,0,Bachelors,Skilled Manual,1,1,57,1
S,M,54535,1,1,Partial College,Skilled Manual,1,1,61,1
M,F,58710,2,0,Partial College,Skilled Manual,1,1,45,1
M,M,54081,1,0,Bachelors,Skilled Manual,1,1,40,1
M,M,61496,2,1,High School,Skilled Manual,1,0,47,1
M,F,82394,2,0,Bachelors,Clerical,1,0,38,1
S,M,112149,0,0,Partial College,Management,0,1,33,1
M,M,129123,2,0,Graduate Degree,Professional,1,2,70,1
S,M,54872,0,0,Bachelors,Skilled Manual,0,1,43,1
M,F,28065,2,1,Graduate Degree,Manual,1,1,43,1
S,M,30325,1,1,High School,Manual,1,1,58,1
M,M,85404,1,0,High School,Clerical,1,2,55,1
M,F,84685,3,2,Graduate Degree,Clerical,1,1,65,1
M,F,57309,2,1,High School,Skilled Manual,1,0,43,1
M,F,36483,1,1,Partial High School,Manual,1,0,48,1
M,M,35057,0,0,Partial College,Manual,0,0,30,1
M,M,130467,2,2,Graduate Degree,Professional,1,1,52,1
S,F,51298,0,0,Graduate Degree,Skilled Manual,0,0,34,1
M,F,108918,2,1,Partial College,Management,1,3,51,1
S,F,31840,0,0,Bachelors,Manual,0,0,29,1
M,F,55722,2,0,High School,Skilled Manual,1,1,56,1
S,M,106812,0,0,Bachelors,Management,1,2,44,1
M,F,84251,2,1,Bachelors,Clerical,1,1,37,1
M,M,111702,1,1,Partial College,Management,1,2,56,1
S,M,30673,0,0,High School,Manual,0,1,34,1
S,F,83824,0,0,Bachelors,Clerical,0,1,37,1
S,M,61085,0,0,Partial High School,Skilled Manual,1,1,55,1
S,M,59154,0,0,High School,Skilled Manual,0,1,42,1
M,M,133298,1,1,Graduate Degree,Professional,1,1,35,1
S,M,85669,0,0,Partial College,Clerical,1,3,52,1
S,M,27369,0,0,High School,Manual,0,1,41,1
